Full Design,Penalized Target Ratio Objective,Penalized Stiffness Objective,Feasibility Score,Stability Score
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
100000001111000000000101011000001101,0.04915546417120757,-0.6727310451327506,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001110000000000101011000001101,0.05854167588975816,-0.7188085616385832,1.0,1.0
100000001110000000000101011000001101,0.05854167588975816,-0.7188085616385832,1.0,1.0
100000001111000000000101011000001101,0.04915546417120757,-0.6727310451327506,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001111000000000101011000001101,0.04915546417120757,-0.6727310451327506,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001110000000000101011000001101,0.05854167588975816,-0.7188085616385832,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
101000001110000001000001011001001101,0.006171650563102493,-0.44749946802073665,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
101000001110000001000001011001001101,0.006171650563102493,-0.44749946802073665,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001111000000000101011000001101,0.04915546417120757,-0.6727310451327506,1.0,1.0
101000001110000001000001011001001101,0.006171650563102493,-0.44749946802073665,1.0,1.0
100000001110000000000101011000001101,0.05854167588975816,-0.7188085616385832,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001110000001000001011001001101,0.006171650563102493,-0.44749946802073665,1.0,1.0
100000001110000000000101011000001101,0.05854167588975816,-0.7188085616385832,1.0,1.0
100000001110000000000101011000001101,0.05854167588975816,-0.7188085616385832,1.0,1.0
100000001110000000000101011000001101,0.05854167588975816,-0.7188085616385832,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001110000000000101011000001101,0.05854167588975816,-0.7188085616385832,1.0,1.0
100000001111000000000101011000001101,0.04915546417120757,-0.6727310451327506,1.0,1.0
100000001110000000000101011000001101,0.05854167588975816,-0.7188085616385832,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
100000001111000000000101011000001101,0.04915546417120757,-0.6727310451327506,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
101000001110000001000001011001001101,0.006171650563102493,-0.44749946802073665,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
100000001111000000000101011000001101,0.04915546417120757,-0.6727310451327506,1.0,1.0
100000001110000000000101011000001101,0.05854167588975816,-0.7188085616385832,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001111000000000101011000001101,0.04915546417120757,-0.6727310451327506,1.0,1.0
101000001110000001000001011001001101,0.006171650563102493,-0.44749946802073665,1.0,1.0
100000001110000000000101011000001101,0.05854167588975816,-0.7188085616385832,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001110000000000101011000001101,0.05854167588975816,-0.7188085616385832,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
100000001110000000000101011000001101,0.05854167588975816,-0.7188085616385832,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
101000001110000001000101011000001101,0.028967908786350843,-0.6207590411129783,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
101000001110000001000001011001001101,0.006171650563102493,-0.44749946802073665,1.0,1.0
100000001111000000000101011000001101,0.04915546417120757,-0.6727310451327506,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
001000001110000001000101111000001001,0.01051371576701916,-0.45769879617729664,1.0,1.0
